feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,label
0.04097491502761841,0.3338160514831543,0.06540048122406006,0.2968013882637024,0.0845840573310852,0.23688927292823792,0.09644424915313721,0.1933688223361969,0.1043272614479065,0.14877337217330933,0.04735395312309265,0.15714535117149353,0.05128487944602966,0.08713635802268982,0.05373513698577881,0.03970798850059509,0.05694764852523804,0.0,0.028721541166305542,0.16097873449325562,0.05875387787818909,0.12461921572685242,0.08655279874801636,0.12496143579483032,0.104575514793396,0.12732380628585815,0.012078553438186646,0.17735636234283447,0.05031430721282959,0.1696438193321228,0.05510672926902771,0.22355204820632935,0.04922318458557129,0.252731591463089,0.0,0.20131149888038635,0.03351148962974548,0.1946851909160614,0.03858897089958191,0.23100993037223816,0.03164944052696228,0.2500694692134857,T(W)
0.04030872881412506,0.27579960227012634,0.05968374013900757,0.24784067273139954,0.07266160845756531,0.19400587677955627,0.08124598860740662,0.1533067524433136,0.08672529458999634,0.11250340938568115,0.03732912242412567,0.13657009601593018,0.03820791840553284,0.07370740175247192,0.03970092535018921,0.03359106183052063,0.04175134003162384,0.0,0.023278534412384033,0.1423555612564087,0.045695960521698,0.1007201075553894,0.06934410333633423,0.09366670250892639,0.08446788787841797,0.09252983331680298,0.01009128987789154,0.1557767391204834,0.03995329141616821,0.1367887258529663,0.046184241771698,0.18273407220840454,0.0415307879447937,0.20941856503486633,0.0,0.17289555072784424,0.027573928236961365,0.15816351771354675,0.0327896773815155,0.19020619988441467,0.026245012879371643,0.20835578441619873,T(W)
0.04174284636974335,0.33111971616744995,0.06623919308185577,0.29457783699035645,0.08581317961215973,0.234372079372406,0.09818239510059357,0.19030529260635376,0.10612668097019196,0.1455208957195282,0.04979681968688965,0.1571054458618164,0.055683836340904236,0.08352741599082947,0.059562817215919495,0.03824937343597412,0.06416742503643036,0.0,0.03150404989719391,0.16112405061721802,0.06028871238231659,0.11980798840522766,0.08644171059131622,0.12302690744400024,0.10262416303157806,0.1275421380996704,0.01423896849155426,0.1740242838859558,0.05039237439632416,0.16296303272247314,0.05387766659259796,0.2198793888092041,0.04659087955951691,0.24984705448150635,0.0,0.19222491979599,0.03293813765048981,0.184859037399292,0.0368189811706543,0.2246999740600586,0.028436094522476196,0.24447724223136902,T(W)
0.043050140142440796,0.33769117295742035,0.06826736032962799,0.2989420145750046,0.08875642716884613,0.23709221184253693,0.10129277408123016,0.19130529463291168,0.10796986520290375,0.14509747922420502,0.0521264523267746,0.15938736498355865,0.05726556479930878,0.0853075236082077,0.06060074269771576,0.039024487137794495,0.06497092545032501,0.0,0.033358871936798096,0.16246329247951508,0.06061123311519623,0.12193180620670319,0.0873531848192215,0.12256146967411041,0.10512809455394745,0.12537072598934174,0.015208736062049866,0.17535920441150665,0.051408544182777405,0.16610954701900482,0.05481024086475372,0.22317205369472504,0.04808397591114044,0.25421227514743805,0.0,0.19481368362903595,0.03337734937667847,0.18779917061328888,0.03790546953678131,0.2276177555322647,0.030156269669532776,0.24834062159061432,T(W)
0.041257575154304504,0.2764151692390442,0.0603465735912323,0.2496756911277771,0.07456368207931519,0.19568198919296265,0.0829821527004242,0.15577450394630432,0.08803191781044006,0.11576265096664429,0.04044604301452637,0.13675916194915771,0.0412118136882782,0.07564854621887207,0.04151134192943573,0.0342840850353241,0.04244209825992584,0.0,0.025597870349884033,0.141930490732193,0.0476413369178772,0.1008223295211792,0.07101428508758545,0.09525421261787415,0.0861096978187561,0.09486103057861328,0.011297568678855896,0.1554359793663025,0.040924519300460815,0.13801655173301697,0.045924171805381775,0.18569305539131165,0.04098495841026306,0.2126510739326477,0.0,0.1737825870513916,0.026861831545829773,0.15883857011795044,0.03175775706768036,0.19148698449134827,0.02547381818294525,0.20966309309005737,T(W)
0.042976707220077515,0.3381948173046112,0.06626051664352417,0.3007710874080658,0.08645692467689514,0.23853227496147156,0.09991151094436646,0.19273871183395386,0.10527804493904114,0.1464235782623291,0.04883331060409546,0.16106244921684265,0.05200716853141785,0.08767437934875488,0.05369642376899719,0.039812058210372925,0.056510090827941895,0.0,0.029972732067108154,0.1652001142501831,0.05794864892959595,0.12516817450523376,0.08453387022018433,0.12422096729278564,0.10184872150421143,0.12605059146881104,0.012777283787727356,0.18145257234573364,0.05061832070350647,0.1694410741329193,0.055660754442214966,0.2239779829978943,0.05003535747528076,0.254443496465683,0.0,0.20557305216789246,0.0337793231010437,0.19596844911575317,0.039398789405822754,0.23292315006256104,0.03231349587440491,0.252893328666687,T(W)
0.03937038779258728,0.28070947527885437,0.05973917245864868,0.2532598674297333,0.07439252734184265,0.20162376761436462,0.08274295926094055,0.16228774189949036,0.0872410237789154,0.12263134121894836,0.040631577372550964,0.13894349336624146,0.041162848472595215,0.0769188404083252,0.04227741062641144,0.035161882638931274,0.04371266067028046,0.0,0.025279641151428223,0.14455538988113403,0.04777812957763672,0.10332682728767395,0.07013717293739319,0.09825608134269714,0.08427616953849792,0.09797278046607971,0.01098644733428955,0.15948212146759033,0.03975200653076172,0.14355936646461487,0.04501301050186157,0.19051840901374817,0.040023237466812134,0.2157544493675232,0.0,0.1784166395664215,0.02578882873058319,0.1631062924861908,0.030603498220443726,0.19653359055519104,0.023698225617408752,0.21469646692276,T(W)
0.0457274466753006,0.3508555144071579,0.06989200413227081,0.3130209892988205,0.08973480761051178,0.24919016659259796,0.10118432343006134,0.20180083811283112,0.10676585137844086,0.15548358857631683,0.05234445631504059,0.1687704473733902,0.05321834981441498,0.09250892698764801,0.05384121835231781,0.04191596806049347,0.05603395402431488,0.0,0.032471880316734314,0.17314277589321136,0.059179529547691345,0.13331474363803864,0.08620582520961761,0.13215111196041107,0.10416902601718903,0.13460351526737213,0.014214038848876953,0.18998967111110687,0.051287129521369934,0.17975635826587677,0.05630134046077728,0.23722492158412933,0.05090834200382233,0.2702373117208481,0.0,0.21483473479747772,0.03314550220966339,0.20674993097782135,0.03886549174785614,0.24604828655719757,0.03236536681652069,0.2678947001695633,T(W)
0.059969037771224976,0.4640677124261856,0.09342136979103088,0.41033078730106354,0.11909469962120056,0.3246936947107315,0.13482466340065002,0.260893777012825,0.14075306057929993,0.19718743860721588,0.06644830107688904,0.21765248477458954,0.07455635070800781,0.11929981410503387,0.07907512784004211,0.05533429980278015,0.0839114785194397,0.0,0.04035201668739319,0.2246219366788864,0.07773333787918091,0.17352618277072906,0.1126013994216919,0.17354439198970795,0.13500535488128662,0.17437292635440826,0.017277628183364868,0.249337837100029,0.06583249568939209,0.23835475742816925,0.07361072301864624,0.31281663477420807,0.06659218668937683,0.35258515179157257,0.0,0.2829549163579941,0.04228536784648895,0.2737611085176468,0.049773842096328735,0.3250913470983505,0.04054515063762665,0.3514852076768875,T(W)
0.056026145815849304,0.45132482051849365,0.08993078768253326,0.40100932121276855,0.11573426425457001,0.31723156571388245,0.13030780851840973,0.25661540031433105,0.13512606918811798,0.19549202919006348,0.06470255553722382,0.211026132106781,0.07174690067768097,0.11443543434143066,0.07586999237537384,0.05302853882312775,0.08038629591464996,0.0,0.03911717236042023,0.21805855631828308,0.07536081969738007,0.17070740461349487,0.10868676006793976,0.17132213711738586,0.12993045151233673,0.1730748414993286,0.01673947274684906,0.24228045344352722,0.06284426152706146,0.23311442136764526,0.07083030045032501,0.3043447732925415,0.06426267325878143,0.34279513359069824,0.0,0.27452585101127625,0.039935871958732605,0.26555097103118896,0.04722188413143158,0.3145723342895508,0.038358211517333984,0.339699923992157,T(W)
